net,length_um
_1212_,15.76
regfile.registers\[0\]\[19\],15.76
regfile.registers\[11\]\[29\],15.74
_0300_,15.725
regfile.registers\[5\]\[26\],15.72
_3853_,15.68
_2122_,15.64
_2838_,15.64
regfile.registers\[29\]\[6\],15.64
net227,15.64
_4034_,15.62
_1356_,15.6
regfile.registers\[29\]\[25\],15.6
regfile.registers\[31\]\[13\],15.6
regfile.registers\[14\]\[10\],15.59
_2569_,15.58
_2293_,15.54
regfile.registers\[17\]\[22\],15.54
regfile.registers\[20\]\[17\],15.54
regfile.registers\[7\]\[31\],15.54
regfile.registers\[24\]\[5\],15.52
regfile.registers\[26\]\[10\],15.52
regfile.registers\[29\]\[4\],15.52
regfile.registers\[9\]\[4\],15.52
regfile.registers\[29\]\[10\],15.48
regfile.registers\[2\]\[14\],15.47
regfile.registers\[2\]\[9\],15.455
regfile.registers\[4\]\[19\],15.44
regfile.registers\[10\]\[5\],15.43
regfile.registers\[30\]\[1\],15.43
net1142,15.42
_2639_,15.38
_3818_,15.38
_2670_,15.36
_2950_,15.36
regfile.registers\[22\]\[31\],15.35
_1851_,15.34
_2027_,15.34
regfile.registers\[20\]\[27\],15.34
net322,15.34
regfile.registers\[22\]\[24\],15.335
regfile.registers\[19\]\[1\],15.32
_2434_,15.3
_2854_,15.3
regfile.registers\[12\]\[22\],15.3
regfile.registers\[29\]\[18\],15.3
regfile.registers\[27\]\[0\],15.28
regfile.registers\[27\]\[3\],15.28
regfile.registers\[18\]\[27\],15.27
_1871_,15.26
_2668_,15.26
regfile.registers\[13\]\[31\],15.26
regfile.registers\[14\]\[22\],15.25
_1095_,15.22
_1218_,15.22
_1530_,15.22
_1957_,15.22
regfile.registers\[1\]\[1\],15.22
regfile.registers\[25\]\[29\],15.22
regfile.registers\[10\]\[20\],15.21
regfile.registers\[0\]\[9\],15.2
regfile.registers\[22\]\[16\],15.19
regfile.registers\[25\]\[8\],15.18
regfile.registers\[6\]\[27\],15.17
_1608_,15.12
_1867_,15.12
_2642_,15.12
regfile.registers\[18\]\[28\],15.11
regfile.registers\[6\]\[9\],15.11
_2419_,15.1
_2889_,15.1
regfile.registers\[23\]\[28\],15.08
regfile.registers\[10\]\[21\],15.075
regfile.registers\[27\]\[31\],15.06
_2005_,15.04
_2640_,15.04
regfile.registers\[27\]\[25\],15.04
regfile.registers\[13\]\[8\],15.02
regfile.registers\[16\]\[10\],15.02
regfile.registers\[10\]\[1\],15.01
regfile.registers\[13\]\[17\],15
regfile.registers\[20\]\[4\],14.98
regfile.registers\[31\]\[27\],14.98
regfile.registers\[9\]\[26\],14.98
regfile.registers\[14\]\[1\],14.975
_1387_,14.96
regfile.registers\[16\]\[29\],14.94
net905,14.94
regfile.registers\[1\]\[17\],14.92
regfile.registers\[19\]\[25\],14.9
_1159_,14.88
_1382_,14.88
_2523_,14.88
_2724_,14.86
regfile.registers\[24\]\[27\],14.86
regfile.registers\[10\]\[29\],14.855
regfile.registers\[15\]\[27\],14.85
regfile.registers\[11\]\[17\],14.8
regfile.registers\[31\]\[30\],14.8
_0030_,14.785
WD3[21],14.77
_1317_,14.76
regfile.registers\[23\]\[22\],14.76
regfile.registers\[27\]\[14\],14.76
_1802_,14.74
_2674_,14.74
regfile.registers\[31\]\[15\],14.74
regfile.registers\[3\]\[1\],14.74
_2727_,14.72
regfile.registers\[16\]\[23\],14.72
regfile.registers\[13\]\[15\],14.68
regfile.registers\[7\]\[29\],14.68
_1952_,14.66
regfile.registers\[31\]\[4\],14.66
regfile.registers\[15\]\[18\],14.64
_1157_,14.62
_2174_,14.62
regfile.registers\[21\]\[22\],14.62
_2575_,14.6
regfile.registers\[15\]\[30\],14.6
regfile.registers\[18\]\[22\],14.575
_2535_,14.565
_1030_,14.56
regfile.registers\[10\]\[6\],14.56
regfile.registers\[20\]\[5\],14.56
regfile.registers\[23\]\[25\],14.56
regfile.registers\[31\]\[22\],14.56
regfile.registers\[6\]\[13\],14.555
regfile.registers\[26\]\[20\],14.55
regfile.registers\[20\]\[1\],14.54
regfile.registers\[15\]\[1\],14.52
_3769_,14.5
_2110_,14.48
regfile.registers\[26\]\[17\],14.475
_2805_,14.46
regfile.registers\[11\]\[2\],14.46
regfile.registers\[14\]\[6\],14.455
_0570_,14.425
regfile.registers\[14\]\[0\],14.415
_0027_,14.38
net539,14.36
_2413_,14.34
_2751_,14.34
regfile.registers\[16\]\[20\],14.34
regfile.registers\[4\]\[23\],14.34
_1968_,14.32
_1534_,14.3
regfile.registers\[29\]\[9\],14.3
regfile.registers\[6\]\[2\],14.295
_0571_,14.285
net758,14.26
_1830_,14.24
_2128_,14.24
net697,14.22
_1732_,14.215
_1435_,14.2
_1913_,14.2
regfile.registers\[24\]\[29\],14.2
regfile.registers\[10\]\[9\],14.195
regfile.registers\[2\]\[29\],14.19
regfile.registers\[11\]\[21\],14.18
regfile.registers\[19\]\[27\],14.18
regfile.registers\[26\]\[25\],14.175
_1496_,14.16
_1960_,14.16
regfile.registers\[22\]\[18\],14.155
_1418_,14.14
_1651_,14.12
_2821_,14.12
regfile.registers\[6\]\[24\],14.115
regfile.registers\[14\]\[7\],14.105
_1837_,14.08
_2107_,14.08
_2406_,14.08
_4067_,14.08
_4099_,14.08
regfile.registers\[18\]\[3\],14.075
_2763_,14.06
_2783_,14.06
regfile.registers\[13\]\[16\],14.06
regfile.registers\[17\]\[11\],14.06
regfile.registers\[31\]\[8\],14.06
ALUResult[27],14.05
regfile.registers\[6\]\[4\],14.05
regfile.registers\[14\]\[8\],14.035
_3020_,14.02
regfile.registers\[5\]\[16\],14.02
_1607_,14
_2181_,14
_2499_,14
regfile.registers\[2\]\[3\],13.975
_2556_,13.96
_1140_,13.92
_2509_,13.92
_1844_,13.9
regfile.registers\[22\]\[21\],13.885
_2836_,13.88
_4038_,13.88
regfile.registers\[2\]\[21\],13.855
regfile.registers\[14\]\[12\],13.85
_1579_,13.84
regfile.registers\[28\]\[10\],13.84
regfile.registers\[1\]\[28\],13.82
_1513_,13.8
regfile.registers\[12\]\[25\],13.8
regfile.registers\[21\]\[1\],13.8
_2543_,13.76
regfile.registers\[17\]\[10\],13.76
regfile.registers\[6\]\[29\],13.75
_2920_,13.74
regfile.registers\[10\]\[14\],13.73
_1114_,13.72
_2952_,13.72
regfile.registers\[31\]\[16\],13.72
_1809_,13.7
regfile.registers\[13\]\[22\],13.68
regfile.registers\[19\]\[6\],13.68
regfile.registers\[9\]\[15\],13.68
_2346_,13.675
_3487_,13.66
regfile.registers\[6\]\[23\],13.63
regfile.registers\[30\]\[23\],13.615
regfile.registers\[6\]\[17\],13.615
_1278_,13.6
regfile.registers\[11\]\[30\],13.6
regfile.registers\[31\]\[3\],13.6
_2012_,13.58
_2183_,13.58
_2465_,13.58
regfile.registers\[1\]\[16\],13.58
regfile.registers\[27\]\[13\],13.58
_2999_,13.56
_1589_,13.54
_2295_,13.54
_2987_,13.54
_0260_,13.525
regfile.registers\[11\]\[7\],13.52
_2094_,13.5
_2130_,13.5
regfile.registers\[23\]\[21\],13.5
regfile.registers\[2\]\[27\],13.495
_0085_,13.485
regfile.registers\[12\]\[2\],13.48
regfile.registers\[19\]\[26\],13.48
regfile.registers\[31\]\[19\],13.48
_2518_,13.46
regfile.registers\[0\]\[3\],13.46
_0469_,13.445
_3001_,13.44
regfile.registers\[20\]\[7\],13.44
_1075_,13.42
_1338_,13.42
_2263_,13.42
_2350_,13.42
_2386_,13.4
_2145_,13.38
regfile.registers\[11\]\[24\],13.38
regfile.registers\[30\]\[20\],13.37
A2[2],13.36
regfile.registers\[30\]\[8\],13.35
_1371_,13.34
_1902_,13.34
_2168_,13.34
_2194_,13.34
_2990_,13.34
regfile.registers\[19\]\[8\],13.34
regfile.registers\[10\]\[2\],13.325
_1627_,13.32
regfile.registers\[14\]\[21\],13.31
_2316_,13.28
_2392_,13.26
regfile.registers\[30\]\[7\],13.235
_1301_,13.22
regfile.registers\[21\]\[7\],13.22
regfile.registers\[3\]\[23\],13.22
regfile.registers\[7\]\[25\],13.22
net911,13.2
_0507_,13.185
ALUResult[31],13.17
regfile.registers\[26\]\[8\],13.17
regfile.registers\[30\]\[19\],13.17
_2745_,13.16
regfile.registers\[17\]\[13\],13.14
regfile.registers\[29\]\[14\],13.14
_0566_,13.125
_1998_,13.12
regfile.registers\[13\]\[18\],13.12
regfile.registers\[23\]\[18\],13.12
regfile.registers\[7\]\[3\],13.12
_3761_,13.1
_2371_,13.08
regfile.registers\[15\]\[0\],13.08
regfile.registers\[9\]\[6\],13.08
net249,13.08
regfile.registers\[23\]\[20\],13.06
ALUResult[30],13.05
regfile.registers\[30\]\[2\],13.045
_1077_,13.04
_1272_,13.04
_1320_,13.04
_1614_,13.04
_2546_,13.04
_3811_,13.04
_4023_,13.04
_1654_,12.98
_2260_,12.98
regfile.registers\[25\]\[1\],12.98
_2752_,12.96
net265,12.94
regfile.registers\[6\]\[18\],12.93
_2684_,12.92
regfile.registers\[13\]\[14\],12.92
regfile.registers\[16\]\[8\],12.92
regfile.registers\[5\]\[13\],12.92
regfile.registers\[5\]\[9\],12.92
net1063,12.92
_3049_,12.9
regfile.registers\[1\]\[19\],12.9
_0766_,12.885
_2590_,12.88
regfile.registers\[21\]\[13\],12.88
regfile.registers\[3\]\[30\],12.88
_0155_,12.865
_1150_,12.86
_1251_,12.86
_1834_,12.84
net109,12.84
_1610_,12.82
_2289_,12.82
_2784_,12.82
_2058_,12.8
_2332_,12.8
regfile.registers\[5\]\[12\],12.8
_1961_,12.78
_2539_,12.78
regfile.registers\[25\]\[18\],12.78
_2277_,12.76
net352,12.76
_2379_,12.72
regfile.registers\[25\]\[4\],12.72
regfile.registers\[2\]\[17\],12.715
_1813_,12.7
_2206_,12.68
regfile.registers\[11\]\[5\],12.68
regfile.registers\[19\]\[4\],12.68
regfile.registers\[21\]\[6\],12.68
regfile.registers\[6\]\[15\],12.68
regfile.registers\[7\]\[20\],12.68
regfile.registers\[13\]\[27\],12.66
regfile.registers\[11\]\[31\],12.64
net978,12.64
_1154_,12.62
_3462_,12.62
ALUResult[23],12.59
_1274_,12.58
_4136_,12.58
_4229_,12.58
regfile.registers\[10\]\[11\],12.575
_1374_,12.56
regfile.registers\[5\]\[7\],12.56
regfile.registers\[7\]\[19\],12.56
_1538_,12.54
regfile.registers\[5\]\[10\],12.54
_1756_,12.52
_1555_,12.5
_3944_,12.48
net106,12.46
regfile.registers\[7\]\[9\],12.455
regfile.registers\[18\]\[21\],12.45
_2019_,12.44
_1659_,12.42
_2256_,12.42
_4249_,12.42
regfile.registers\[26\]\[5\],12.415
regfile.registers\[6\]\[5\],12.415
_1055_,12.4
_2202_,12.4
net627,12.4
regfile.registers\[10\]\[17\],12.37
regfile.registers\[2\]\[12\],12.37
_2036_,12.36
_2925_,12.36
regfile.registers\[2\]\[31\],12.355
regfile.registers\[12\]\[26\],12.34
regfile.registers\[23\]\[30\],12.34
_3036_,12.32
_1818_,12.3
_2156_,12.3
regfile.registers\[25\]\[3\],12.3
net1145,12.3
_1569_,12.28
_2837_,12.26
ALUResult[25],12.25
ALUResult[28],12.25
_2307_,12.22
_2769_,12.22
_1795_,12.2
regfile.registers\[15\]\[3\],12.2
regfile.registers\[25\]\[24\],12.2
regfile.registers\[3\]\[27\],12.2
regfile.registers\[3\]\[24\],12.18
_4171_,12.16
regfile.registers\[9\]\[19\],12.16
WD3[20],12.13
_3115_,12.12
regfile.registers\[18\]\[10\],12.115
regfile.registers\[2\]\[20\],12.11
_3623_,12.08
net1047,12.08
net1089,12.08
_2025_,12.06
_2297_,12.04
_2734_,12.04
_2998_,12.04
_1974_,12.02
_2343_,12.02
WD3[23],12.01
net1016,12
regfile.registers\[10\]\[3\],11.995
_0858_,11.965
_1438_,11.96
_1981_,11.96
_2108_,11.96
_2698_,11.96
regfile.registers\[5\]\[11\],11.96
_1407_,11.94
regfile.registers\[19\]\[11\],11.92
net281,11.92
_2137_,11.9
_2806_,11.9
_1890_,11.88
regfile.registers\[27\]\[27\],11.88
net226,11.88
net970,11.88
_1759_,11.86
_2213_,11.86
_1299_,11.84
_1319_,11.84
_1846_,11.84
_2268_,11.84
net1078,11.84
_2560_,11.82
_1046_,11.8
regfile.registers\[18\]\[17\],11.79
regfile.registers\[6\]\[8\],11.79
_4262_,11.78
_1248_,11.76
regfile.registers\[31\]\[28\],11.76
_2867_,11.74
_2916_,11.74
regfile.registers\[31\]\[31\],11.74
_2081_,11.72
_0151_,11.705
_1021_,11.705
_1143_,11.7
_1276_,11.7
_1557_,11.7
_2367_,11.7
_2773_,11.7
_3357_,11.7
_4137_,11.7
ALUResult[22],11.67
ALUResult[29],11.67
_3847_,11.66
regfile.registers\[22\]\[0\],11.655
regfile.registers\[15\]\[15\],11.64
_0663_,11.625
net276,11.62
net563,11.62
_1358_,11.6
_1381_,11.6
_1281_,11.58
_3561_,11.58
_3928_,11.58
_4130_,11.58
_3271_,11.56
regfile.registers\[25\]\[19\],11.54
regfile.registers\[28\]\[22\],11.54
regfile.registers\[7\]\[12\],11.54
regfile.registers\[7\]\[15\],11.54
net1079,11.54
WD3[10],11.52
_2190_,11.52
_2555_,11.5
regfile.registers\[13\]\[6\],11.5
regfile.registers\[25\]\[26\],11.5
net842,11.5
_1243_,11.48
_1817_,11.48
_2484_,11.46
_2934_,11.46
_2353_,11.42
regfile.registers\[1\]\[11\],11.42
regfile.registers\[21\]\[14\],11.42
_1751_,11.36
_2209_,11.36
_2611_,11.36
_0832_,11.355
_1786_,11.34
_3898_,11.34
ALUResult[11],11.33
ALUResult[24],11.33
ALUResult[26],11.33
_0896_,11.325
_2357_,11.32
_2817_,11.32
_3102_,11.32
regfile.registers\[2\]\[2\],11.3
_0657_,11.295
_0382_,11.285
_2388_,11.28
_2645_,11.28
_1238_,11.26
_1449_,11.26
regfile.registers\[17\]\[19\],11.26
_2003_,11.24
_2172_,11.24
_2326_,11.24
_2689_,11.24
net329,11.24
_0794_,11.225
_0906_,11.225
regfile.registers\[10\]\[28\],11.21
_1253_,11.2
_2212_,11.2
_3258_,11.2
_3859_,11.2
WD3[24],11.18
WD3[25],11.18
WD3[27],11.18
WD3[29],11.18
_1162_,11.18
regfile.registers\[28\]\[26\],11.18
_0093_,11.165
_0096_,11.165
_1033_,11.16
_2221_,11.16
regfile.registers\[21\]\[26\],11.16
_3465_,11.12
_4236_,11.1
_2932_,11.095
regfile.registers\[15\]\[8\],11.08
regfile.registers\[25\]\[7\],11.08
_0202_,11.065
_0840_,11.065
_1153_,11.06
_1646_,11.06
_2936_,11.06
_1551_,11.04
regfile.registers\[21\]\[18\],11.04
net342,11.04
net1136,11.04
_2043_,11.02
_2083_,11
_0061_,10.985
_1054_,10.98
_1926_,10.98
_2632_,10.98
regfile.registers\[21\]\[10\],10.96
regfile.registers\[21\]\[11\],10.96
clknet_leaf_54_CLK,10.96
_3892_,10.94
net887,10.92
_3759_,10.9
_1333_,10.86
_1379_,10.86
_2706_,10.86
_4017_,10.86
net110,10.86
ALUResult[15],10.84
_2447_,10.84
regfile.registers\[20\]\[23\],10.84
_1378_,10.82
_1532_,10.82
_3203_,10.82
_3810_,10.82
regfile.registers\[24\]\[12\],10.82
net507,10.82
_1533_,10.8
_3397_,10.8
net1003,10.8
_0288_,10.785
_2203_,10.78
_4225_,10.78
net291,10.78
net1116,10.78
_2537_,10.76
_0065_,10.755
_1080_,10.74
_3269_,10.74
_3596_,10.74
_4260_,10.74
A1[4],10.72
WD3[15],10.72
regfile.registers\[23\]\[29\],10.72
regfile.registers\[25\]\[23\],10.72
_1564_,10.7
_1753_,10.7
_3426_,10.7
_3464_,10.7
regfile.registers\[19\]\[2\],10.7
regfile.registers\[29\]\[12\],10.7
A1[2],10.69
A1[3],10.69
WD3[11],10.69
WD3[12],10.69
WD3[13],10.69
WD3[1],10.69
WD3[3],10.69
WD3[5],10.69
net476,10.68
_0246_,10.665
_0712_,10.665
_1397_,10.66
_3394_,10.66
_1907_,10.64
_2222_,10.64
net160,10.64
net832,10.64
_2342_,10.62
regfile.registers\[9\]\[21\],10.62
net732,10.62
_1518_,10.6
_1626_,10.6
_0851_,10.585
_0035_,10.565
_0614_,10.565
_0743_,10.565
net698,10.56
_1429_,10.54
_2211_,10.54
_1663_,10.52
net686,10.52
net1081,10.52
_0105_,10.505
regfile.registers\[12\]\[28\],10.5
regfile.registers\[2\]\[22\],10.49
_0763_,10.48
_2011_,10.46
_2868_,10.46
_0820_,10.445
_2218_,10.44
net669,10.44
_3326_,10.42
_1859_,10.4
_2298_,10.4
_2567_,10.4
_3361_,10.4
regfile.registers\[11\]\[8\],10.38
regfile.registers\[15\]\[9\],10.38
_0930_,10.37
_0393_,10.365
regfile.registers\[31\]\[5\],10.36
regfile.registers\[5\]\[6\],10.36
net111,10.34
_0419_,10.325
_3778_,10.32
_4187_,10.32
_0341_,10.305
_0466_,10.305
_2144_,10.3
_2177_,10.28
_2207_,10.28
_2942_,10.28
_3654_,10.28
_3784_,10.28
_4005_,10.28
net874,10.28
_3899_,10.26
_0021_,10.245
_2883_,10.24
net997,10.24
net1138,10.24
_1119_,10.22
_1383_,10.22
_1805_,10.2
_3162_,10.2
regfile.registers\[21\]\[5\],10.2
net889,10.2
net1029,10.2
_0505_,10.185
_1400_,10.16
_1992_,10.16
_2429_,10.16
_2951_,10.16
regfile.registers\[17\]\[26\],10.16
regfile.registers\[29\]\[16\],10.16
regfile.registers\[18\]\[11\],10.155
_0277_,10.145
_2351_,10.14
_2282_,10.12
regfile.registers\[1\]\[14\],10.12
regfile.registers\[9\]\[1\],10.12
net999,10.12
_2070_,10.1
_1647_,10.08
_2864_,10.08
_0462_,10.055
_0908_,10.045
_1861_,10.04
_1710_,10.02
_1794_,10.02
net617,10.02
net618,10.02
_1288_,10
_1469_,10
_0005_,9.985
_1123_,9.98
_1260_,9.98
_2602_,9.96
_1249_,9.94
_1574_,9.94
_3583_,9.94
regfile.registers\[18\]\[23\],9.92
regfile.registers\[18\]\[24\],9.91
_1244_,9.9
_1967_,9.9
_1982_,9.9
_2059_,9.9
_3674_,9.9
_4235_,9.9
_2078_,9.88
_2887_,9.88
_0315_,9.865
_1354_,9.86
_1570_,9.86
_3228_,9.86
_1836_,9.82
_2937_,9.82
_3861_,9.82
_4156_,9.82
net824,9.82
_0524_,9.815
_1940_,9.8
_0601_,9.785
_1343_,9.78
_1875_,9.78
_2072_,9.78
_3004_,9.78
_2845_,9.76
_3677_,9.76
_2274_,9.74
_2685_,9.74
_2540_,9.72
_1389_,9.7
_1405_,9.7
_1924_,9.7
_2358_,9.7
_2625_,9.7
regfile.registers\[27\]\[16\],9.7
regfile.registers\[29\]\[8\],9.7
regfile.registers\[8\]\[10\],9.7
regfile.registers\[9\]\[22\],9.7
_0067_,9.695
_2133_,9.68
net1095,9.68
_2056_,9.66
_1521_,9.64
_1810_,9.64
_1854_,9.64
_2304_,9.64
_2319_,9.64
_2835_,9.64
net499,9.64
_2089_,9.6
_2241_,9.6
_2315_,9.6
net341,9.6
net967,9.6
_2391_,9.58
_2917_,9.58
regfile.registers\[15\]\[4\],9.58
net224,9.58
net269,9.58
net445,9.58
net512,9.58
_0165_,9.575
_0086_,9.545
_2010_,9.54
regfile.registers\[19\]\[5\],9.54
regfile.registers\[9\]\[12\],9.54
_1258_,9.52
_2278_,9.52
_4186_,9.52
net654,9.52
_0256_,9.485
_1115_,9.48
_2074_,9.48
_4213_,9.48
regfile.registers\[27\]\[8\],9.48
net1075,9.48
_1778_,9.46
_0344_,9.445
_0687_,9.445
_0868_,9.445
_2993_,9.42
_3265_,9.42
_3773_,9.42
_3837_,9.42
_3920_,9.42
_3981_,9.42
net741,9.42
_0879_,9.415
_0830_,9.405
_1835_,9.4
_3828_,9.4
net1084,9.4
_0237_,9.385
_0328_,9.385
_0643_,9.385
_1297_,9.36
_2029_,9.36
_3401_,9.36
_4164_,9.36
net212,9.36
_0490_,9.345
_0990_,9.325
_1129_,9.32
_1498_,9.32
_1524_,9.32
_1546_,9.32
_2186_,9.32
_2301_,9.32
regfile.registers\[8\]\[15\],9.32
net280,9.32
net681,9.32
_1373_,9.31
_0023_,9.305
_1314_,9.3
_1571_,9.28
_2214_,9.28
net81,9.28
net472,9.28
_1984_,9.26
net346,9.26
_2142_,9.24
_2189_,9.24
regfile.registers\[31\]\[17\],9.24
_0099_,9.225
_0111_,9.225
_1084_,9.22
_1245_,9.22
_1911_,9.22
net880,9.22
net983,9.22
_1454_,9.2
_1781_,9.2
net598,9.2
_1367_,9.18
_1687_,9.18
_0680_,9.175
net468,9.16
_0287_,9.145
_2686_,9.14
_2923_,9.14
_1321_,9.12
_3972_,9.12
_1864_,9.1
_0971_,9.085
_1743_,9.08
net708,9.08
_0725_,9.065
_1790_,9.06
_3466_,9.06
_3933_,9.06
_4219_,9.06
_2384_,9.04
_3386_,9.04
_3489_,9.04
_3587_,9.04
_1657_,9.02
_1936_,9.02
_2180_,9.02
_2844_,9.02
_2981_,9.02
_3396_,9.02
_3415_,9.02
_3437_,9.02
_3805_,9.02
_4028_,9.02
net459,9.02
regfile.registers\[9\]\[5\],9
_0831_,8.985
_3690_,8.98
_3949_,8.98
net420,8.98
_1300_,8.94
_3817_,8.94
net371,8.94
net987,8.94
net1038,8.94
_2448_,8.92
_1377_,8.9
_3858_,8.9
net511,8.9
_1117_,8.86
_2167_,8.86
_2191_,8.86
_2738_,8.86
_2843_,8.86
_3262_,8.86
_3350_,8.86
_3455_,8.86
_3665_,8.86
net399,8.86
_1366_,8.82
_2489_,8.82
_1049_,8.8
_2474_,8.8
_3648_,8.8
net559,8.8
net891,8.8
_1328_,8.78
regfile.registers\[8\]\[13\],8.78
_0181_,8.765
_2473_,8.76
_2641_,8.76
_4068_,8.76
net955,8.76
_1605_,8.74
net506,8.74
_2809_,8.7
_0046_,8.685
_1750_,8.68
_1252_,8.66
_2394_,8.66
_0647_,8.645
net530,8.64
_0430_,8.625
_2515_,8.6
_4148_,8.6
_4161_,8.6
net93,8.6
_2893_,8.58
_2941_,8.58
_1553_,8.56
_2562_,8.56
_3156_,8.56
_3450_,8.56
_3647_,8.56
_3873_,8.56
_3901_,8.56
_4117_,8.56
_4181_,8.56
regfile.registers\[0\]\[21\],8.56
regfile.registers\[16\]\[24\],8.56
_0615_,8.525
_0694_,8.525
_1307_,8.52
_1730_,8.52
_2196_,8.52
_3852_,8.52
_3869_,8.52
_4035_,8.52
_2699_,8.5
_2746_,8.5
_3791_,8.5
_3849_,8.5
_1131_,8.48
_3174_,8.48
_3256_,8.48
net580,8.48
_0776_,8.46
_1109_,8.46
_1479_,8.46
_0463_,8.445
_1330_,8.44
_2004_,8.44
_2930_,8.44
_3217_,8.44
_3257_,8.44
_3296_,8.44
_3374_,8.44
net213,8.44
net487,8.44
net717,8.44
net1133,8.44
_3420_,8.42
_3509_,8.42
_4135_,8.42
_0217_,8.405
_0572_,8.405
_1275_,8.4
_3151_,8.4
_3393_,8.4
_3676_,8.4
_3893_,8.4
_4008_,8.4
_4045_,8.4
_4165_,8.4
A3[1],8.39
net475,8.38
net767,8.38
net1087,8.38
_0837_,8.365
_2244_,8.365
_2361_,8.36
_2664_,8.36
_3576_,8.36
_4052_,8.36
net406,8.36
net696,8.36
_0816_,8.355
_0389_,8.34
_0432_,8.34
_1403_,8.34
_1970_,8.34
_2527_,8.34
_2970_,8.34
_3958_,8.34
_2000_,8.32
_2398_,8.32
_2552_,8.32
_2638_,8.32
net634,8.32
_0083_,8.305
_0396_,8.305
_0401_,8.305
_0509_,8.305
_0779_,8.305
_3226_,8.3
_4030_,8.3
net626,8.3
net664,8.3
net739,8.3
net966,8.3
net1071,8.3
_1335_,8.28
net920,8.28
_0724_,8.265
_1062_,8.26
net398,8.26
net666,8.26
_0737_,8.24
_1094_,8.24
_4037_,8.24
_1419_,8.225
net345,8.22
net805,8.22
_2643_,8.2
_2891_,8.2
_0586_,8.195
_0064_,8.185
_1067_,8.18
_1989_,8.18
_1340_,8.16
net117,8.16
net141,8.16
_0014_,8.145
_1432_,8.14
_1815_,8.14
_2634_,8.14
_3666_,8.14
_4208_,8.14
_2410_,8.12
_1819_,8.1
_2827_,8.1
_2901_,8.1
_3147_,8.1
_3206_,8.1
_4179_,8.1
_1488_,8.06
_1544_,8.06
_2163_,8.06
_2192_,8.06
_2926_,8.06
_3152_,8.06
_1451_,8.04
_1990_,8.04
_2103_,8.04
_0532_,8.025
_0895_,8.025
_0936_,8.025
_0938_,8.025
_2455_,8.02
_2816_,8.02
_3948_,8.02
_3479_,8
_0074_,7.985
_1431_,7.98
_1649_,7.98
_2544_,7.98
_3010_,7.98
_3142_,7.98
_3349_,7.98
_3446_,7.98
_3514_,7.98
_3725_,7.98
_3917_,7.98
net387,7.98
net699,7.98
net761,7.98
_0150_,7.96
_1510_,7.96
_0325_,7.945
_1204_,7.94
_1761_,7.94
_1841_,7.94
_3427_,7.94
_3643_,7.94
_3973_,7.94
_4092_,7.94
_4233_,7.94
_1380_,7.92
net899,7.92
_0166_,7.9
_2516_,7.9
_3404_,7.9
net143,7.9
net259,7.9
net1123,7.9
_0693_,7.88
_2378_,7.88
_2721_,7.88
_3546_,7.88
net252,7.88
net574,7.88
net826,7.88
net904,7.88
_2294_,7.86
net569,7.86
net648,7.86
_1661_,7.85
_0242_,7.845
_0639_,7.845
net640,7.84
net740,7.84
net820,7.84
_0662_,7.825
_2264_,7.82
_3051_,7.82
net524,7.82
_0594_,7.805
_0653_,7.805
_0873_,7.805
_0991_,7.805
_1715_,7.8
net1018,7.8
net1109,7.8
_2726_,7.78
_0167_,7.775
_1683_,7.76
net325,7.76
net1031,7.76
_2240_,7.75
_0059_,7.74
_2324_,7.74
_2935_,7.74
net258,7.74
_1031_,7.72
_1630_,7.72
_2121_,7.72
net456,7.72
_0599_,7.705
_2173_,7.705
_2927_,7.7
net896,7.7
net1137,7.7
_0187_,7.695
_1391_,7.68
_1493_,7.68
_1497_,7.68
_1755_,7.68
_1964_,7.68
_2918_,7.68
_3164_,7.68
_3954_,7.68
_4252_,7.68
net94,7.68
net470,7.68
net628,7.68
_2988_,7.66
_3532_,7.66
_1063_,7.64
_1443_,7.64
_1995_,7.64
_2793_,7.64
_2803_,7.64
_2954_,7.64
_3444_,7.64
_3620_,7.64
_3961_,7.64
_4085_,7.64
_4141_,7.64
_4220_,7.64
net1050,7.64
net1110,7.64
_0283_,7.605
_0829_,7.605
_1425_,7.6
_1985_,7.6
_1991_,7.6
_3343_,7.6
_3432_,7.6
_4020_,7.6
_1414_,7.58
_3798_,7.58
_3926_,7.58
_0337_,7.565
_0377_,7.565
_0633_,7.565
_0721_,7.565
_2612_,7.56
_2614_,7.56
_3264_,7.56
net338,7.56
net1065,7.56
_0545_,7.545
_0655_,7.545
_0257_,7.54
_0644_,7.525
_1412_,7.52
_1749_,7.52
_1769_,7.52
_1850_,7.52
_2655_,7.52
_3133_,7.52
_3270_,7.52
_4111_,7.52
_4149_,7.52
net158,7.52
net177,7.52
net674,7.52
net796,7.52
net1117,7.52
net1140,7.52
_3200_,7.5
_3283_,7.5
_3320_,7.5
_3633_,7.5
_4087_,7.5
_0268_,7.485
_0275_,7.485
_0799_,7.485
_2238_,7.48
_2728_,7.48
_3566_,7.48
_3882_,7.48
_0809_,7.465
_1313_,7.46
_2856_,7.46
net240,7.46
net534,7.46
net780,7.46
net848,7.46
net878,7.46
_2017_,7.44
_2291_,7.44
_3218_,7.44
_3321_,7.44
_4183_,7.44
net835,7.44
_1353_,7.42
_1422_,7.42
_1784_,7.42
_2215_,7.42
_2566_,7.42
_2944_,7.42
_3652_,7.42
_4127_,7.42
net239,7.42
net302,7.42
net584,7.42
net897,7.42
net937,7.42
_0172_,7.385
